,Release Date,Movie,Genre,ProductionBudget,BoxOffice
1250,2009-11-13,the boat that rocked,comedy,50000000,8017467
1284,1992-11-25,the bodyguard,thriller/suspense,25000000,111634286
1326,1999-11-05,the bone collector,thriller/suspense,48000000,66488090
1356,2010-01-15,the book of eli,action,80000000,94835059
1359,2014-10-17,the book of life,adventure,50000000,50151543
1361,2003-09-12,the book of mormon movie volume 1: the journey,drama,2000000,1660865
1365,2013-11-08,the book thief,drama,19000000,21488481
1375,2000-01-21,the boondock saints,action,7000000,30471
1374,2009-10-30,the boondock saints 2: all saints day,action,8000000,10273187
1391,1982-01-29,the border,drama,13500000,6118683
1421,1998-02-13,the borrowers,comedy,29000000,22359293
1450,2010-03-19,the bounty hunter,romantic comedy,45000000,67061228
1455,2002-06-14,the bourne identity,thriller/suspense,60000000,121468960
1456,2012-08-10,the bourne legacy,thriller/suspense,125000000,113203870
1457,2004-07-23,the bourne supremacy,thriller/suspense,85000000,176087450
1458,2007-08-03,the bourne ultimatum,thriller/suspense,130000000,227471070
1466,2009-11-06,the box,thriller/suspense,25000000,15051977
1472,2014-09-26,the boxtrolls,adventure,60000000,50837305
1487,2016-01-22,the boy,thriller/suspense,10000000,35503199
1481,2008-11-07,the boy in the striped pajamas,drama,12500000,9046156
1484,2015-01-23,the boy next door,thriller/suspense,4000000,35423380
1504,1978-01-01,the boys from brazil,thriller/suspense,12000000,19000000
1545,2013-04-05,the brass teapot,black comedy,900000,6997
1584,2006-06-02,the break-up,romantic comedy,52000000,118703275
1648,2005-06-10,the bridge of san luis rey,drama,24000000,49981
1650,1957-12-18,the bridge on the river kwai,drama,3000000,33300000
1656,1995-06-02,the bridges of madison county,drama,22000000,71477088
1694,1929-02-01,the broadway melody,musical,379000,2800000
1712,2000-09-29,the broken hearts club: a romantic comedy,comedy,1000000,1744858
1768,2001-03-23,the brothers,comedy,6000000,27457409
1755,2009-05-15,the brothers bloom,black comedy,20000000,3531756
1756,2005-08-26,the brothers grimm,adventure,80000000,37899638
1764,1995-08-09,the brothers mcmullen,drama,50000,10202068
1767,2007-09-07,the brothers solomon,comedy,10000000,900926
1773,2004-08-27,the brown bunny,drama,10000000,366301
1803,2007-12-25,the bucket list,comedy,45000000,93466502
1900,2002-05-10,the business of fancy dancing,drama,200000,174682
1901,2001-12-07,the business of strangers,drama,6000000,1028337
1924,2004-01-23,the butterfly effect,thriller/suspense,13000000,57924679
20,2012-04-13,the cabin in the woods,thriller/suspense,30000000,42073277
22,1996-06-14,the cable guy,comedy,47000000,60154431
66,2005-10-21,the californians,drama,500000,4134
78,2013-03-15,the call,thriller/suspense,12800000,51872378
87,2002-03-01,the calling,drama,160000,32092
119,2012-08-10,the campaign,comedy,95000000,86907746
156,2013-08-02,the canyons,thriller/suspense,250000,59671
292,2006-07-21,the case of the grinning cat,documentary,200000,7033
322,2003-11-21,the cat in the hat,comedy,109000000,101018283
366,2005-08-26,the cave,horror,30000000,14888028
368,2001-03-02,the cavemans valentine,drama,13500000,687081
390,2000-08-18,the cell,thriller/suspense,35000000,61280963
465,2011-08-05,the change-up,comedy,52000000,37081475
622,2008-05-23,the children of huang shi,drama,20000000,1031872
713,2013-11-15,the christmas candle,adventure,7000000,1632000
753,2008-05-16,the chronicles of narnia: prince caspian,adventure,225000000,141621490
755,2005-12-09,the chronicles of narnia: the lion the witch and the wardrobe,adventure,180000000,291710957
756,2010-12-10,the chronicles of narnia: the voyage of the dawn treader,adventure,155000000,104386950
757,2004-06-11,the chronicles of riddick,adventure,120000000,57712751
767,2005-08-05,the chumscrubber,drama,6800000,49526
848,2010-04-16,the city of your final destination,drama,8300000,493296
860,2000-12-29,the claim,western,13000000,622023
864,1986-01-17,the clan of the cave bear,adventure,15000000,1953732
898,1994-07-20,the client,drama,45000000,92112663
1027,2012-09-07,the cold light of day,thriller/suspense,20000000,3763583
1047,2012-11-30,the collection,horror,10000000,6810754
1063,1986-10-17,the color of money,drama,10000000,50159778
1069,1985-12-18,the color purple,drama,15000000,93589701
1146,2003-12-25,the company,drama,15000000,2281585
1210,2013-07-19,the conjuring,horror,20000000,137400141
1228,2011-04-15,the conspirator,drama,25000000,11538204
1230,2005-08-31,the constant gardener,drama,25500000,33579798
1244,2000-10-13,the contender,drama,9000000,17804273
1268,1974-04-07,the conversation,thriller/suspense,1600000,4420000
1281,2004-09-03,the cookout,comedy,16000000,11540112
1293,2003-11-26,the cooler,drama,4000000,8243880
1310,2003-03-28,the core,action,85000000,31111260
1321,2005-09-16,the corpse bride,adventure,30000000,53359111
1325,1999-03-12,the corruptor,action,10000000,15164492
1337,1984-12-14,the cotton club,drama,48000000,25928721
1347,2013-10-25,the counselor,thriller/suspense,25000000,16973715
1348,2002-01-25,the count of monte cristo,drama,40000000,54228104
1355,2002-07-26,the country bears,adventure,20000000,16988996
1379,2006-09-08,the covenant,thriller/suspense,20000000,23342105
1417,1996-05-03,the craft,thriller/suspense,15000000,24703049
1436,2010-02-26,the crazies,horror,19000000,39123589
1471,2000-08-25,the crew,comedy,23000000,13019253
1518,2012-10-01,the croods,adventure,135000000,187168425
1589,1992-11-25,the crying game,drama,4000000,61587055
1626,2008-12-25,the curious case of benjamin button,drama,160000000,127509326
1637,2001-08-24,the curse of the jade scorpion,comedy,26000000,7496522
24,2006-05-19,the da vinci code,thriller/suspense,125000000,217536138
74,2009-10-09,the damned united,drama,6400000,449865
112,2002-06-14,the dangerous lives of altar boys,drama,12000000,1779284
169,1993-04-23,the dark half,horror,15000000,9579068
173,2005-10-13,the dark hours,horror,400000,423
178,2008-07-18,the dark knight,action,185000000,533345358
177,2012-07-20,the dark knight rises,action,275000000,448139099
198,2011-12-25,the darkest hour,action,34800000,21443494
250,2004-05-28,the day after tomorrow,adventure,125000000,186740799
268,2008-12-12,the day the earth stood still,adventure,80000000,79366978
318,2006-12-29,the dead girl,thriller/suspense,3300000,19875
357,1983-10-21,the dead zone,horror,10000000,19287938
446,2011-08-31,the debt,thriller/suspense,20000000,31177548
482,2001-08-08,the deep end,thriller/suspense,3000000,8823109
481,1999-03-12,the deep end of the ocean,drama,40000000,13432982
499,1979-01-01,the deer hunter,drama,15000000,50000000
569,2006-10-06,the departed,drama,90000000,132384315
589,2011-11-16,the descendants,drama,20000000,82624961
592,2006-08-04,the descent,thriller/suspense,7000000,26024456
674,2012-01-06,the devil inside,horror,1000000,53261944
676,2006-06-30,the devil wears prada,comedy,35000000,124740460
682,2011-07-29,the devils double,drama,19100000,1361512
691,1997-03-26,the devils own,thriller/suspense,90000000,42877165
693,2005-07-22,the devils rejects,horror,7000000,17044981
735,2015-08-07,the diary of a teenage girl,drama,2000000,1477002
748,2012-05-16,the dictator,comedy,65000000,59650222
780,2011-01-14,the dilemma,comedy,70000000,48475290
892,2012-01-13,the divide,thriller/suspense,3000000,18000
897,2002-06-07,the divine secrets of the ya-ya sisterhood,comedy,27000000,69586544
1087,1991-03-01,the doors,drama,40000000,33404794
1235,1998-01-16,the dress,drama,2650000,16556
1305,2008-09-19,the duchess,drama,27000000,13848978
1320,2015-02-20,the duff,comedy,8500000,34030343
1326,2005-08-05,the dukes of hazzard,comedy,53000000,80270227
7,2011-02-11,the eagle,action,25000000,19490041
256,2002-11-22,the emperors club,drama,12500000,14060950
259,2000-12-15,the emperors new groove,adventure,100000000,89296573
294,1999-12-03,the end of the affair,drama,23000000,10660147
338,1996-11-15,the english patient,drama,35000000,78651430
397,2014-09-26,the equalizer,action,55000000,101530738
556,1983-04-15,the evil dead,horror,375000,2400000
614,2005-09-09,the exorcism of emily rose,horror,18000000,75072454
619,1973-12-26,the exorcist,horror,12000000,204868002
630,2010-08-13,the expendables,action,82000000,103068524
629,2012-08-17,the expendables 2,action,100000000,85028192
628,2014-08-15,the expendables 3,action,100000000,39322544
639,2010-03-12,the exploding girl,drama,40000,25572
646,2008-10-04,the express,drama,37500000,9643725
684,2008-02-01,the eye,thriller/suspense,12000000,31418697
32,1998-12-25,the faculty,horror,15000000,40064955
101,2013-09-13,the family,black comedy,30000000,36918811
95,2000-12-22,the family man,comedy,60000000,75764085
99,2005-12-16,the family stone,comedy,18000000,60062868
109,1996-08-16,the fan,thriller/suspense,55000000,18406215
131,2009-11-13,the fantastic mr fox,adventure,40000000,21002919
178,2001-06-22,the fast and the furious,action,38000000,144512310
179,2006-06-16,the fast and the furious: tokyo drift,action,85000000,62514415
226,2014-06-06,the fault in our stars,drama,12000000,124872350
345,1997-05-09,the fifth element,action,95000000,63540020
346,2013-10-18,the fifth estate,drama,26000000,3254172
362,2010-12-10,the fighter,drama,11000000,93617009
400,2009-08-28,the final destination,horror,40000000,66477700
439,2016-01-29,the finest hours,thriller/suspense,70000000,26766651
471,1993-06-30,the firm,thriller/suspense,42000000,158340892
479,1979-02-02,the first great train robbery,action,6000000,391942
500,1996-09-20,the first wives club,comedy,30000000,105444419
506,1991-09-20,the fisher king,drama,24000000,41798224
532,2012-04-27,the five-year engagement,romantic comedy,30000000,28700285
588,1994-05-27,the flintstones,comedy,45000000,125388575
587,2000-04-28,the flintstones in viva rock vegas,comedy,58000000,35231365
647,2005-10-14,the fog,horror,18000000,29511112
646,1980-02-01,the fog,horror,1000000,21378361
706,2008-04-18,the forbidden kingdom,action,55000000,52075270
729,2016-01-08,the forest,thriller/suspense,10000000,26585890
755,2004-09-24,the forgotten,thriller/suspense,50000000,66711892
764,2001-04-27,the forsaken,horror,5000000,6755271
782,2006-11-22,the fountain,drama,35000000,10144010
792,2002-09-20,the four feathers,drama,35000000,18306166
802,1981-05-22,the four seasons,comedy,6500000,42488161
808,2009-11-06,the fourth kind,thriller/suspense,10000000,26218170
926,1971-10-09,the french connection,drama,2200000,41158757
1003,1974-12-17,the front page,comedy,4000000,15000000
1034,1993-08-06,the fugitive,thriller/suspense,44000000,172494360
1042,1997-08-13,the full monty,comedy,3500000,45857453
1057,1996-11-01,the funeral,drama,12500000,1106233
1090,2011-07-29,the future,drama,1000000,568662
41,2015-07-10,the gallows,horror,100000,22764410
45,1999-08-04,the gambler,drama,3000000,51773
47,2014-12-10,the gambler,drama,25000000,33680992
57,1997-09-12,the game,thriller/suspense,50000000,48265581
53,2005-04-22,the game of their lives,drama,20000000,375474
56,2007-09-22,the game plan,comedy,22000000,90648202
116,2013-02-01,the gatekeepers,documentary,1500000,2408553
168,1999-06-18,the generals daughter,drama,60000000,102705852
263,2012-10-26,the ghastly love of johnny x,comedy,2000000,2436
268,1996-10-11,the ghost and the darkness,action,55000000,38553833
286,2010-02-19,the ghost writer,thriller/suspense,45000000,15541549
318,2015-08-07,the gift,thriller/suspense,5000000,43787265
317,2000-12-19,the gift,thriller/suspense,10000000,12008642
369,2004-04-09,the girl next door,romantic comedy,25000000,14589444
386,2011-12-20,the girl with the dragon tattoo,thriller/suspense,90000000,102515793
408,2014-08-15,the giver,drama,25000000,45090374
419,2001-09-14,the glass house,thriller/suspense,22000000,17951431
436,1996-10-04,the glimmer man,action,45000000,20301706
521,1972-03-15,the godfather,drama,7000000,134821952
520,1990-12-25,the godfather: part iii,drama,54000000,66520529
587,1986-12-12,the golden child,action,12000000,77559863
687,2007-12-01,the golden compass,adventure,205000000,70107728
621,2015-11-25,the good dinosaur,adventure,187500000,122728399
625,2006-12-15,the good german,drama,32000000,1308696
626,2002-08-07,the good girl,comedy,8000000,14018296
627,2010-02-19,the good guy,romantic comedy,10000000,100688
631,2010-04-30,the good heart,drama,3800000,20930
652,2007-10-05,the good night,romantic comedy,15000000,22441
663,2003-04-02,the good thief,drama,30000000,3517797
685,2009-08-14,the goods: live hard sell hard,comedy,10000000,15122676
709,2003-09-26,the gospel of john,drama,11000000,4068087
733,2011-02-25,the grace card,drama,200000,2430735
769,2008-03-21,the grand,comedy,3000000,115879
754,2014-03-07,the grand budapest hotel,comedy,31000000,59076019
813,2007-12-25,the great debaters,drama,15000000,30226144
815,1963-08-08,the great escape,drama,4000000,11744471
821,2013-05-10,the great gatsby,drama,190000000,144840419
820,1974-03-29,the great gatsby,drama,7000000,26533200
830,2005-08-12,the great raid,action,60000000,10166502
850,2010-04-02,the greatest,drama,6000000,115862
841,2005-09-30,the greatest game ever played,drama,25000000,15331289
849,1965-02-15,the greatest story ever told,drama,20000000,15473333
864,2011-01-14,the green hornet,action,110000000,98780042
865,2015-09-25,the green inferno,horror,1000000,7192291
870,1999-12-10,the green mile,drama,60000000,136801374
898,2012-01-27,the grey,thriller/suspense,25000000,51580136
911,1997-08-24,the grimm brothers snow white,horror,26000000,5000
948,2004-10-22,the grudge,horror,10000000,110175871
945,2006-10-13,the grudge 2,horror,20000000,39143839
961,2011-07-29,the guard,comedy,6000000,5359774
985,2012-12-19,the guilt trip,comedy,40000000,37134215
1011,2015-03-20,the gunman,thriller/suspense,40000000,10664749
1022,2003-01-31,the guru,comedy,11000000,3051221
88,2008-03-21,the hammer,comedy,850000,442638
122,2009-06-05,the hangover,comedy,35000000,277322503
120,2013-05-23,the hangover 3,comedy,103000000,112200072
121,2011-05-26,the hangover part ii,comedy,80000000,254464305
156,2008-06-13,the happening,thriller/suspense,60000000,64506874
266,2011-07-29,the harvest/la cosecha,documentary,560000,3709
284,2015-12-25,the hateful eight,western,62000000,53688739
298,2003-11-26,the haunted mansion,comedy,90000000,75817994
310,1999-07-23,the haunting,horror,80000000,91188905
306,2008-10-31,the haunting of molly hartley,thriller/suspense,5000000,13442412
399,2013-06-28,the heat,comedy,43000000,159581587
452,2005-03-18,the helix loaded,comedy,1000000,3700
498,2011-08-10,the help,drama,25000000,169705587
669,2006-03-10,the hills have eyes,horror,17000000,41778863
667,2007-03-23,the hills have eyes ii,horror,15000000,20804166
695,2006-11-21,the history boys,comedy,3700000,2706659
721,2005-04-29,the hitchhikers guide to the galaxy,comedy,45000000,51019112
735,2007-04-06,the hoax,drama,25000000,7164995
736,2012-12-14,the hobbit: an unexpected journey,adventure,250000000,303003568
737,2014-12-17,the hobbit: the battle of the five armies,adventure,250000000,255119788
738,2013-12-13,the hobbit: the desolation of smaug,adventure,250000000,258366855
768,2006-12-08,the holiday,romantic comedy,85000000,63224849
836,2014-11-14,the homesman,western,16000000,2429989
872,2005-06-10,the honeymooners,comedy,27000000,12834849
920,2009-09-11,the horse boy,documentary,160000,156612
924,1998-05-15,the horse whisperer,drama,60000000,75370763
933,2013-03-29,the host,thriller/suspense,50000000,26623701
966,1984-03-09,the hotel new hampshire,drama,7500000,5068118
979,2002-12-27,the hours,drama,25000000,41597830
988,2008-08-22,the house bunny,comedy,25000000,48237389
1005,2000-12-22,the house of mirth,drama,10000000,3041803
1008,2003-10-10,the house of the dead,horror,7000000,10199354
1009,2009-10-30,the house of the devil,horror,1000000,101215
1105,1981-04-10,the howling,horror,1000000,17985000
1122,1994-03-11,the hudsucker proxy,comedy,40000000,2816518
1167,1996-06-21,the hunchback of notre dame,adventure,100000000,100117603
1171,2014-08-08,the hundred-foot journey,romantic comedy,22000000,54235441
1177,2012-03-23,the hunger games,thriller/suspense,80000000,408010692
1174,2013-11-22,the hunger games: catching fire,adventure,130000000,424668047
1175,2014-11-21,the hunger games: mockingjay - part 1,thriller/suspense,125000000,337135885
1176,2015-11-20,the hunger games: mockingjay - part 2,thriller/suspense,160000000,281723902
1185,1990-03-02,the hunt for red october,thriller/suspense,30000000,113485385
1188,2003-03-14,the hunted,action,55000000,34234008
1200,2007-09-07,the hunting party,adventure,40000000,876671
1209,1999-12-29,the hurricane,drama,38000000,50699241
1211,2009-06-26,the hurt locker,drama,15000000,17017811
154,1984-03-16,the ice pirates,comedy,9000000,13075390
159,1997-09-26,the ice storm,drama,18000000,7837632
164,2013-05-03,the iceman,drama,10000000,1930282
181,2011-10-07,the ides of march,drama,23000000,40962534
228,2006-08-18,the illusionist,drama,16500000,39868642
249,2009-12-25,the imaginarium of doctor parnassus,adventure,30000000,7689607
258,2014-11-28,the imitation game,drama,15000000,91125143
261,2014-05-16,the immigrant,drama,16000000,2013456
277,2002-05-22,the importance of being earnest,comedy,15000000,8378141
278,2012-12-21,the impossible,drama,40000000,19019882
302,2000-07-19,the in crowd,thriller/suspense,15000000,5217498
395,2012-09-07,the inbetweeners,comedy,5700000,35955
415,2013-03-15,the incredible burt wonderstone,comedy,32000000,22537881
416,2008-06-13,the incredible hulk,adventure,137500000,134533885
421,2004-11-05,the incredibles,adventure,92000000,261441092
422,1995-06-16,the incredibly true adventure of two girls in love,drama,250000,2210408
435,1995-07-14,the indian in the cupboard,adventure,45000000,35621764
471,2009-09-18,the informant!,thriller/suspense,22000000,33316821
472,2009-04-24,the informers,thriller/suspense,18000000,315000
487,1994-04-22,the inkwell,comedy,8000000,8864699
496,2012-02-03,the innkeepers,horror,750000,78396
527,1999-11-05,the insider,drama,68000000,28965197
553,2015-09-25,the intern,comedy,40000000,75764672
556,2009-02-13,the international,thriller/suspense,50000000,25450527
560,2013-06-07,the internship,comedy,58000000,44672764
561,2005-04-22,the interpreter,thriller/suspense,90000000,72515360
567,2014-02-06,the interview,comedy,44000000,6105175
605,2007-08-17,the invasion,thriller/suspense,80000000,15074191
613,2009-10-02,the invention of lying,comedy,18500000,18451251
661,1999-08-04,the iron giant,adventure,50000000,23159305
663,2011-12-30,the iron lady,drama,14000000,29959436
698,1980-06-13,the island,adventure,22000000,15716828
699,2005-07-22,the island,action,120000000,35818913
694,1996-08-23,the island of dr moreau,adventure,40000000,27663982
732,2003-05-30,the italian job,adventure,60000000,106126012
38,1997-11-14,the jackal,thriller/suspense,60000000,54910560
47,2005-03-04,the jacket,thriller/suspense,28500000,6301131
204,1995-02-03,the jerky boys,comedy,4000000,7555256
453,2014-10-10,the judge,drama,50000000,47119388
492,1994-12-25,the jungle book,adventure,27000000,43054607
488,2003-02-14,the jungle book 2,adventure,20000000,47901582
506,1996-02-02,the juror,thriller/suspense,44000000,22079985
81,1984-06-22,the karate kid,action,8000000,90815558
82,2010-06-11,the karate kid,adventure,40000000,176591618
148,1977-08-10,the kentucky fried movie,comedy,600000,15000000
200,2000-07-07,the kid,comedy,65000000,69688384
208,2010-07-09,the kids are all right,comedy,4000000,20811365
251,2010-06-18,the killer inside me,drama,13000000,217277
331,2007-09-28,the kingdom,action,72500000,47467250
340,2010-11-26,the king’s speech,drama,15000000,138797449
391,2007-12-14,the kite runner,drama,20000000,15800078
44,2000-10-13,the ladies man,comedy,11000000,13592872
67,2004-03-26,the ladykillers,comedy,35000000,39692139
82,2006-06-16,the lake house,drama,40000000,52330111
107,1988-11-18,the land before time,adventure,12300000,48092846
148,2010-07-01,the last airbender,adventure,150000000,131601062
158,2001-10-19,the last castle,drama,60000000,18208078
169,2013-12-06,the last days on mars,thriller/suspense,10600000,24084
174,1985-03-22,the last dragon,action,10000000,33000000
178,1987-11-20,the last emperor,drama,25000000,40295591
181,2010-08-27,the last exorcism,horror,1800000,41034350
180,2013-03-01,the last exorcism part ii,horror,4000000,15179303
146,2015-02-13,the last five years,musical,2000000,147299
191,2011-04-01,the last godfather,comedy,13400000,164247
198,2009-03-13,the last house on the left,horror,15000000,32752215
201,2006-09-27,the last king of scotland,drama,6000000,17606684
206,2007-08-17,the last legion,action,67000000,5932060
230,1992-09-25,the last of the mohicans,action,40000000,71759298
246,2003-12-05,the last samurai,action,140000000,111110575
251,2004-09-24,the last shot,comedy,40000000,463730
252,2007-02-09,the last sin eater,drama,2200000,388390
253,2010-03-31,the last song,drama,20000000,62950384
255,2013-01-18,the last stand,action,30000000,12050299
257,2010-01-15,the last station,drama,18000000,6617867
266,1988-08-12,the last temptation of christ,drama,7000000,8373585
273,1991-07-01,the last waltz,documentary,35000,321952
277,2015-10-23,the last witch hunter,action,80000000,27367660
312,1992-03-06,the lawnmower man,action,10000000,32100816
323,2015-02-27,the lazarus effect,horror,5000000,25801570
341,2003-07-11,the league of extraordinary gentlemen,adventure,78000000,66465204
391,2000-11-03,the legend of bagger vance,drama,60000000,30695227
397,2000-10-20,the legend of drunken master,action,2000000,11546543
399,2008-07-18,the legend of gods gun,western,30000,243768
402,2014-01-10,the legend of hercules,adventure,70000000,18848538
413,1981-05-22,the legend of the lone ranger,western,18000000,13400000
416,2005-10-28,the legend of zorro,adventure,80000000,45356386
441,2014-02-07,the lego movie,adventure,60000000,257784718
565,2005-11-23,the libertine,drama,22000000,4835065
602,2004-12-10,the life aquatic with steve zissou,comedy,50000000,24006726
624,1979-08-17,the life of brian,comedy,4000000,20008693
626,2003-02-21,the life of david gale,thriller/suspense,50000000,19694635
691,1999-10-08,the limey,drama,10000000,3193102
696,2011-03-18,the lincoln lawyer,thriller/suspense,40000000,58009200
708,1994-06-15,the lion king,adventure,79300000,422780140
806,2000-10-27,the little vampire,comedy,22000000,13555988
834,1987-07-31,the living daylights,action,40000000,50096813
850,2003-05-02,the lizzie mcguire movie,comedy,15000000,42672630
912,2013-07-02,the lone ranger,western,275000000,89289910
931,1996-10-11,the long kiss goodnight,action,65000000,33430951
936,1980-05-16,the long riders,action,10000000,15198912
947,1962-10-04,the longest day,action,10000000,39100000
948,2015-04-10,the longest ride,drama,34000000,37446117
951,2005-05-27,the longest yard,comedy,82000000,158119460
953,2008-08-22,the longshots,drama,23000000,11511323
978,2015-10-23,the looking glass,drama,300000,1711
996,2001-12-19,the lord of the rings: the fellowship of the ring,adventure,109000000,315544750
997,2003-12-17,the lord of the rings: the return of the king,adventure,94000000,377845905
998,2002-12-18,the lord of the rings: the two towers,adventure,94000000,342548984
1003,2005-06-03,the lords of dogtown,action,25000000,11008432
1006,2013-04-19,the lords of salem,horror,1500000,1165881
1015,2010-04-23,the losers,action,25000000,23591432
1031,1987-07-31,the lost boys,horror,8500000,30331685
1036,2006-04-28,the lost city,drama,9600000,2484186
1055,2013-03-01,the lost medallion: the adventures of billy stone,adventure,2500000,549632
1059,2004-02-06,the lost skeleton of cadavra,comedy,100000,110536
1065,1997-05-22,the lost world: jurassic park,action,75000000,229074524
1128,2008-06-20,the love guru,comedy,62000000,32200122
1146,1999-05-21,the love letter,romantic comedy,15000000,8276228
1190,2009-12-11,the lovely bones,drama,95000000,44028238
1253,2012-04-20,the lucky one,drama,25000000,60457138
1254,2008-09-26,the lucky ones,drama,14000000,266967
1278,2014-02-28,the lunchbox,drama,1700000,4231500
29,2004-10-22,the machinist,thriller/suspense,5000000,1082044
159,2001-12-21,the majestic,drama,72000000,27796042
263,2005-09-09,the man,comedy,20000000,8330720
229,1982-11-03,the man from snowy river,drama,5000000,20659423
230,2015-08-14,the man from uncle,action,75000000,45445109
236,1998-03-13,the man in the iron mask,adventure,35000000,56876365
276,1997-11-14,the man who knew too little,comedy,20000000,13801755
288,1974-12-20,the man with the golden gun,action,7000000,21000000
290,2012-11-02,the man with the iron fists,action,15000000,15634090
302,2004-07-30,the manchurian candidate,thriller/suspense,80000000,65948711
411,2006-10-13,the marine,action,15000000,18844784
445,2015-10-02,the martian,thriller/suspense,108000000,228430993
444,2007-11-02,the martian child,drama,27000000,7500310
481,1994-07-29,the mask,comedy,18000000,119874149
480,1998-07-17,the mask of zorro,adventure,65000000,93771072
486,2016-01-08,the masked saint,action,3500000,182695
502,2012-09-14,the master,drama,37500000,16247159
498,2002-08-02,the master of disguise,comedy,16000000,40363530
511,2005-12-30,the matador,thriller/suspense,10000000,12589255
536,1999-03-31,the matrix,action,65000000,171383253
534,2003-05-15,the matrix reloaded,action,150000000,281553689
535,2003-11-05,the matrix revolutions,action,150000000,139259759
585,2014-09-19,the maze runner,thriller/suspense,34000000,102427862
636,2011-01-28,the mechanic,action,42500000,29121498
638,2003-08-22,the medallion,comedy,41000000,22108977
740,2009-11-06,the men who stare at goats,black comedy,24000000,32428195
766,2004-12-29,the merchant of venice,drama,30000000,3765585
800,2009-11-13,the messenger,drama,6500000,1109660
802,1999-11-12,the messenger: the story of joan of arc,drama,50000000,14271297
804,2007-02-02,the messengers,horror,16000000,35374833
852,2001-03-02,the mexican,action,40000000,66808615
951,1998-10-09,the mighty,drama,100000,2643689
941,1992-10-02,the mighty ducks,comedy,10000000,49764659
945,2011-10-21,the mighty macs,drama,7000000,1891936
1031,1996-11-15,the mirror has two faces,romantic comedy,42000000,41252428
1078,2003-11-26,the missing,western,65000000,26900336
1100,2007-11-21,the mist,horror,13000000,25593755
1156,1970-01-01,the molly maguires,drama,11000000,2200000
1208,2004-01-01,the mongol king,drama,7000,900
1276,2014-02-07,the monuments men,drama,70000000,78031620
1325,2013-08-21,the mortal instruments: city of bones,adventure,60000000,31165421
1358,2006-06-28,the motel,drama,250000,51540
1380,2002-01-25,the mothman prophecies,thriller/suspense,42000000,35228696
1489,2004-05-07,the mudge boy,drama,800000,62544
1521,1999-05-07,the mummy,adventure,80000000,155247825
1520,2001-05-04,the mummy returns,adventure,98000000,202007640
1523,2008-08-01,the mummy: tomb of the dragon emperor,adventure,175000000,102277510
1532,1992-12-11,the muppet christmas carol,comedy,12000000,27281507
1533,1979-06-22,the muppet movie,comedy,8000000,76657000
1538,2011-11-23,the muppets,comedy,45000000,88625922
1570,1999-08-27,the muse,comedy,15000000,11614954
1590,2001-09-07,the musketeer,adventure,40000000,27053815
27,1991-06-28,the naked gun 2½: the smell of fear,comedy,23000000,85748264
36,2007-03-09,the namesake,drama,8500000,13569248
125,2006-12-01,the nativity story,drama,35000000,37629831
175,1998-07-29,the negotiator,action,50000000,44484065
207,1995-07-28,the net,thriller/suspense,22000000,50620117
241,2002-05-10,the new guy,comedy,13000000,28972187
254,2005-12-25,the new world,adventure,30000000,12712093
273,1998-03-27,the newton boys,drama,27000000,10297897
276,2000-03-03,the next best thing,drama,25000000,14983572
285,2010-11-19,the next three days,thriller/suspense,30000000,21148651
350,2006-08-04,the night listener,drama,4000000,7836393
438,2000-03-10,the ninth gate,thriller/suspense,38000000,18653746
601,2004-06-25,the notebook,drama,30000000,81001787
634,2014-08-27,the november man,thriller/suspense,15000000,25018119
673,2007-02-23,the number 23,thriller/suspense,32000000,35193167
685,2014-01-17,the nut job,adventure,30000000,64251538
688,2010-11-24,the nutcracker in 3d,musical,90000000,195459
697,1996-06-28,the nutty professor,comedy,55000000,128769345
18,1998-04-17,the object of my affection,romantic comedy,15000000,29106737
59,2012-08-15,the odd life of timothy green,drama,40000000,51853450
102,1987-09-04,the offspring,horror,1100000,1355728
115,2006-07-14,the oh in ohio,romantic comedy,5000000,418689
166,1999-10-15,the omega code,action,7200000,12610552
169,2006-06-06,the omen,horror,25000000,54607383
168,1976-06-25,the omen,horror,2800000,48570885
295,2001-11-02,the one,action,49000000,43905746
331,2012-08-29,the oogieloves in the big balloon adventure,adventure,20000000,1065907
345,2009-08-28,the open road,drama,10000000,19716
399,2003-09-05,the order,thriller/suspense,35000000,7659747
409,2000-08-18,the original kings of comedy,concert/performance,3000000,38168022
447,2008-02-29,the other boleyn girl,drama,40000000,26814957
449,2012-09-28,the other dream team,documentary,500000,134109
450,2008-10-31,the other end of the line,romantic comedy,2500000,115504
452,2010-08-06,the other guys,comedy,100000000,119219978
457,2001-12-14,the other side of heaven,drama,7000000,4720371
469,2014-04-25,the other woman,comedy,40000000,83911193
471,2001-08-10,the others,horror,17000000,96522687
526,1999-04-02,the out-of-towners,comedy,40000000,28544120
548,1983-03-25,the outsiders,drama,10000000,25584680
584,2010-08-06,the oxford murders,thriller/suspense,10000000,4803
16,2005-03-04,the pacifier,comedy,56000000,113006880
39,2006-12-20,the painted veil,drama,19400000,8060487
49,1996-05-03,the pallbearer,romantic comedy,8000000,5612586
203,2004-02-25,the passion of the christ,drama,25000000,370782930
213,2014-06-19,the past is a grotesque animal,documentary,100000,20056
236,2000-06-28,the patriot,drama,110000000,113330342
276,1997-09-26,the peacemaker,action,50000000,41256277
279,2015-11-06,the peanuts movie,comedy,99000000,130133198
297,1993-12-17,the pelican brief,drama,45000000,100768056
